Lysiphlebus,fabarum,N,,2n=12,Y,Automixis (central),,,,Y,Sex and asex populations,,Belshaw R and Quicke DL 2003. The cytogenetics of thelytoky in a predominantly asexual parasitoid wasp with covert sex. Genome 46:170-173; Sandrock C and Vorburger C 2011. Single-locus recessive inheritance of asexual reproduction in a parasitoid wasp. Current Biology 21:433-437.,
Lysiphlebus,cardui,,Christoph V: species taxonomy unclear,,,,,,,Y,Sex and asex populations,,"Belshaw R, Quicke DL, Volkl W, Godfray HCJ. 1999. Molecular markers indicate rare sex in a predominantly asexual parasitoid wasp. Evolution 53: 1189-1199; Sandrock C et al. 2011. Evolution of reproductive mode variation and host associations in a sexual-asexual complex of aphid parasitoids. BMC Evolutionary Biology 11: 1",
Lysiphlebus,confusus,,Synonym: L ambiguus; Christoph V: taxonomy for this sp unclear,2n=12,,,,,,Y,Sex and asex populations,,"Belshaw R, Quicke DL, Volkl W, Godfray HCJ. 1999. Molecular markers indicate rare sex in a predominantly asexual parasitoid wasp. Evolution 53: 1189-1199; Sandrock C et al. 2011. Evolution of reproductive mode variation and host associations in a sexual-asexual complex of aphid parasitoids. BMC Evolutionary Biology 11: 1",
Lysiphlebus,testaceipes/tritici,,"Breeding experiment; species complex not fully resolved; contra asex: Petrovic et al 2015, but remember only sex testaceipes was introduced to Europe, so possibly asex in original range?",,,,,,,Y,Sex and asex populations,,"Hunter SJ 1910. the green bug and its natural enemies. Science 31:190-192; Flanders SE 1945. The bisexuality of uniparental Hymenoptera, a function of the environment. The American Naturalist. 79(781)Ê: 122-141",http://www.jstor.org/stable/1634554
Lysiphlebus,balcaninus,,Only females known,,,,,,,,,,Kavallieratos NG et al 2004. A survey of aphid parasitoids (Hymenoptera: Braconidae: Aphidiinae) of Southeastern Europe and their aphid-plant associations. Applied Entomology and Zoology 39:527-563; Petrovic A et al 2015. Genetic and morphological variation in sexual and asexual parasitoids of the genus Lysiphlebus Ð an apparent link between wing shape and reproductive mode. BMC Evolutionary Biology 15:5.,https://www.jstage.jst.go.jp/article/aez/39/3/39_3_527/_article; https://bmcevolbiol.biomedcentral.com/articles/10.1186/s12862-015-0293-5
Lysiphlebus,orientalis,,Breeding experiment,,,,,,,,,,Stary et al 2010 J Hym Res; Petrovic et al 2015,
