Number,Sex,parent-id,dissection_date,rad_libary,vial body parts,Remark
DF4AW09,M,D205,04.07.17,,,
DF4AW10,M,D205,04.07.17,,,
DF4AX01,M,D206,04.07.17,,,
DF4AX02,M,D206,04.07.17,,,
DF4AX03,M,D206,04.07.17,,,
DF4AX04,M,D206,04.07.17,,,
DF4AX05,M,D206,04.07.17,,,
DF4AX06,M,D206,04.07.17,,,
DF4AX07,M,D206,04.07.17,,,
DF4AX08,M,D206,04.07.17,,,
DF4AX09,M,D206,04.07.17,,,
DF4AX10,M,D206,04.07.17,,,
DF4AY01,M,D209,04.07.17,,,
DF4AY02,M,D209,04.07.17,,,
DF4AY03,M,D209,04.07.17,,,
DF4AY04,M,D209,04.07.17,,,
DF4AY05,M,D209,04.07.17,,,
DF4AY06,M,D209,04.07.17,,,
DF4AY07,M,D209,04.07.17,,,
DF4AY08,M,D209,04.07.17,,,
DF4AY09,M,D209,04.07.17,,,
DF4AY10,M,D209,04.07.17,,,
DF4AZ01,M,D212,04.07.17,,,some leaves debry in tube
DF4AZ02,M,D212,04.07.17,,,some leaves debry in tube
DF4AZ03,M,D212,04.07.17,,,some leaves debry in tube
DF4AZ04,M,D212,04.07.17,,,some leaves debry in tube
DF4AZ05,M,D212,04.07.17,,,some leaves debry in tube
DF4AZ06,M,D212,04.07.17,,,some leaves debry in tube
DF4AZ07,M,D212,04.07.17,,,some leaves debry in tube
DF4AZ08,M,D212,04.07.17,,,some leaves debry in tube
DF4AZ09,M,D212,04.07.17,,,some leaves debry in tube
DF4AZ10,M,D212,04.07.17,,,some leaves debry in tube
DF4BA01,M,D217,04.07.17,,,
DF4BA02,M,D217,04.07.17,,,
DF4BA03,M,D217,04.07.17,,,
DF4BA04,M,D217,04.07.17,,,
DF4BA05,M,D217,04.07.17,,,
DF4BA06,M,D217,04.07.17,,,
DF4BA07,M,D217,04.07.17,,,
DF4BA08,M,D217,04.07.17,,,
DF4BA09,M,D217,04.07.17,,,
DF4BA10,M,D217,04.07.17,,,
DF4BB01,M,D218,04.07.17,,,
DF4BB02,M,D218,04.07.17,,,
DF4BB03,M,D218,04.07.17,,,
DF4BB04,M,D218,04.07.17,,,
DF4BB05,M,D218,04.07.17,,,
DF4BB06,M,D218,04.07.17,,,
DF4BB07,M,D218,04.07.17,,,
DF4BB08,M,D218,04.07.17,,,
DF4BB09,M,D218,04.07.17,,,
DF4BB10,M,D218,04.07.17,,,
DF4BC01,M,D227,04.07.17,,,some leaves debry in tube
DF4BC02,M,D227,04.07.17,,,some leaves debry in tube
DF4BC03,M,D227,04.07.17,,,some leaves debry in tube
DF4BC04,M,D227,04.07.17,,,some leaves debry in tube
DF4BC05,M,D227,04.07.17,,,some leaves debry in tube
DF4BC06,M,D227,04.07.17,,,some leaves debry in tube
DF4BC07,M,D227,04.07.17,,,some leaves debry in tube
DF4BC08,M,D227,04.07.17,,,some leaves debry in tube
DF4BC09,M,D227,04.07.17,,,some leaves debry in tube
DF4BC10,M,D227,04.07.17,,,some leaves debry in tube
DF4BD01,M,D228,04.07.17,,,
DF4BD02,M,D228,04.07.17,,,
DF4BD03,M,D228,04.07.17,,,
DF4BD04,M,D228,04.07.17,,,
DF4BD05,M,D228,04.07.17,,,
DF4BD06,M,D228,04.07.17,,,
DF4BD07,M,D228,04.07.17,,,
DF4BD08,M,D228,04.07.17,,,
DF4BD09,M,D228,04.07.17,,,
DF4BD10,M,D228,04.07.17,,,
CF4BF01,M,C202,07.08.17,,,
CF4BF02,M,C202,07.08.17,,,
CF4BF03,M,C202,07.08.17,,,
CF4BF04,M,C202,07.08.17,,,
CF4BF05,M,C202,07.08.17,,,
CF4BF06,M,C202,07.08.17,,,
CF4BF07,M,C202,07.08.17,,,
CF4BF08,M,C202,07.08.17,,,
CF4BG01,M,C204,07.08.17,,,
CF4BG02,M,C204,07.08.17,,,
CF4BG03,M,C204,07.08.17,,,
CF4BG04,M,C204,07.08.17,,,
CF4BG05,M,C204,07.08.17,,,
CF4BG06,M,C204,07.08.17,,,
CF4BG07,M,C204,07.08.17,,,
CF4BH01,M,C2016,07.08.17,,,
CF4BH02,M,C2016,07.08.17,,,
CF4BH03,M,C2016,07.08.17,,,
CF4BH04,M,C2016,07.08.17,,,
CF4BH05,M,C2016,07.08.17,,,
CF4BH06,M,C2016,07.08.17,,,
CF4BH07,M,C2016,07.08.17,,,
CF4BH08,M,C2016,07.08.17,,,
CF4BH09,M,C2016,07.08.17,,,
CF4BH10,M,C2016,07.08.17,,,
CF4BI01,M,C218,07.08.17,,,
CF4BI02,M,C218,07.08.17,,,
CF4BI03,M,C218,07.08.17,,,
CF4BI04,M,C218,07.08.17,,,
CF4BI05,M,C218,07.08.17,,,
CF4BI06,M,C218,07.08.17,,,
CF4BI07,M,C218,07.08.17,,,
CF4BI08,M,C218,07.08.17,,,
CF4BI09,M,C218,07.08.17,,,
CF4BI10,M,C218,07.08.17,,,
CF4BJ01,M,C222,07.08.17,,,
CF4BJ02,M,C222,07.08.17,,,
CF4BJ03,M,C222,07.08.17,,,
CF4BJ04,M,C222,07.08.17,,,
CF4BJ05,M,C222,07.08.17,,,
CF4BJ06,M,C222,07.08.17,,,
CF4BJ07,M,C222,07.08.17,,,
CF4BJ08,M,C222,07.08.17,,,
CF4BJ09,M,C222,07.08.17,,,
CF4BJ10,M,C222,07.08.17,,,
CF4BJ11,F,C222,07.08.17,,,Uncertain about number of this female in the female
